City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,charters towers,-20.1,146.2667,17.27,20,10,7.06,AU,1683590520
353,arraial do cabo,-22.9661,-42.0278,22.98,94,0,6.17,BR,1683590520
354,sao gabriel da cachoeira,-0.1303,-67.0892,24.18,96,77,0.45,BR,1683590434
355,petrovsk-zabaykal'skiy,51.273,108.843,12.05,35,36,1.16,RU,1683590520
356,tongliao,43.6125,122.2653,15.47,15,0,3.03,CN,1683590427
357,jining,35.405,116.5814,17.52,45,95,1.85,CN,1683590521
358,briancon,44.9,6.65,10.17,90,93,0.5,FR,1683590521
359,makushino,55.2103,67.2442,3.79,45,75,3.42,RU,1683590521
360,ilha de mocambique,-15.0342,40.7358,24.69,74,0,5.43,MZ,1683590522
361,ambanja,-13.6833,48.45,21.8,88,11,1.91,MG,1683590522
